20|DOMESTIC RELATIONS|||||1|PRE-MARITAL SYPHILIS TESTS AND EXAMINATIONS [Repealed]|||||§§ 20-1 through 20-12|Repealed.|<p>Repealed by Acts 1984, c. 140.</p>
20|DOMESTIC RELATIONS|||||6.1|CUSTODY AND VISITATION ARRANGEMENTS FOR MINOR CHILDREN|||||§ 20-124.2|Court-ordered custody and visitation arrangements.|<p>A. In any case in which custody or visitation of minor children is at issue, whether in a circuit or district court, the court shall provide prompt adjudication, upon due consideration of all the facts, of custody and visitation arrangements, including support and maintenance for the children, prior to other considerations arising in the matter. The court may enter an order pending the suit as provided in § <a href='/vacode/20-103/'>20-103</a>. The procedures for determining custody and visitation arrangements shall insofar as practical, and consistent with the ends of justice, preserve the dignity and resources of family members. Mediation shall be used as an alternative to litigation where appropriate. When mediation is used in custody and visitation matters, the goals may include development of a proposal addressing the child's residential schedule and care arrangements, and how disputes between the parents will be handled in the future.</p><p>B. In determining custody, the court shall give primary consideration to the best interests of the child. The court shall consider and may award joint legal, joint physical, or sole custody, and there shall be no presumption in favor of any form of custody. The court shall assure minor children of frequent and continuing contact with both parents, when appropriate, and encourage parents to share in the responsibilities of rearing their children. As between the parents, there shall be no presumption or inference of law in favor of either. The court shall give due regard to the primacy of the parent-child relationship but may upon a showing by clear and convincing evidence that the best interest of the child would be served thereby award custody or visitation to any other person with a legitimate interest.</p><p>B1. In any case or proceeding involving the custody or visitation of a child, as to a parent, the court may, in its discretion, use the phrase "parenting time" to be synonymous with the term "visitation."</p><p>B2. In any case or proceeding in which a grandparent has petitioned the court for visitation with a minor grandchild, and a natural or adoptive parent of the minor grandchild is deceased or incapacitated, the grandparent who is related to such deceased or incapacitated parent shall be permitted to introduce evidence of such parent's consent to visitation with the grandparent, in accordance with the rules of evidence. If the parent's consent is proven by a preponderance of the evidence, the court may then determine if grandparent visitation is in the best interest of the minor grandchild. For the purposes of this subsection, "incapacitated parent" has the same meaning ascribed to the term "incapacitated person" in § <a href='/vacode/64.2-2000/'>64.2-2000</a>.</p><p>C. The court may order that support be paid for any child of the parties. Upon request of either party, the court may order that such support payments be made to a special needs trust or an ABLE savings trust account as defined in § <a href='/vacode/23.1-700/'>23.1-700</a>. The court shall also order that support will continue to be paid for any child over the age of 18 who is (i) a full-time high school student, (ii) not self-supporting, and (iii) living in the home of the party seeking or receiving child support until such child reaches the age of 19 or graduates from high school, whichever first occurs. The court may also order that support be paid or continue to be paid for any child over the age of 18 who is (a) severely and permanently mentally or physically disabled, and such disability existed prior to the child reaching the age of 18 or the age of 19 if the child met the requirements of clauses (i), (ii), and (iii); (b) unable to live independently and support himself; and (c) residing in the home of the parent seeking or receiving child support. In addition, the court may confirm a stipulation or agreement of the parties which extends a support obligation beyond when it would otherwise terminate as provided by law. The court shall have no authority to decree support of children payable by the estate of a deceased party. The court may make such further decree as it shall deem expedient concerning support of the minor children, including an order that either party or both parties provide health care coverage or cash medical support, or both.</p><p>D. In any case in which custody or visitation of minor children is at issue, whether in a circuit or district court, the court may order an independent mental health or psychological evaluation to assist the court in its determination of the best interests of the child. The court may enter such order as it deems appropriate for the payment of the costs of the evaluation by the parties.</p><p>E. The court shall have the continuing authority and jurisdiction to make any additional orders necessary to effectuate and enforce any order entered pursuant to this section or § <a href='/vacode/20-103/'>20-103</a> including the authority to punish as contempt of court any willful failure of a party to comply with the provisions of the order. A parent or other person having legal custody of a child may petition the court to enjoin and the court may enter an order to enjoin a parent of the child from filing a petition relating to custody and visitation of that child for any period of time up to 10 years if doing so is in the best interests of the child and such parent has been convicted of an offense under the laws of the Commonwealth or a substantially similar law of another state, the United States, or any foreign jurisdiction which constitutes (i) murder or voluntary manslaughter, or a felony attempt, conspiracy or solicitation to commit any such offense, if the victim of the offense was a child of the parent, a child with whom the parent resided at the time the offense occurred, or the other parent of the child, or (ii) felony assault resulting in serious bodily injury, felony bodily wounding resulting in serious bodily injury, or felony sexual assault, if the victim of the offense was a child of the parent or a child with whom the parent resided at the time of the offense. When such a petition to enjoin the filing of a petition for custody and visitation is filed, the court shall appoint a guardian ad litem for the child pursuant to § <a href='/vacode/16.1-266/'>16.1-266</a>.</p><p>F. In any custody or visitation case or proceeding wherein an order prohibiting a party from picking the child up from school is entered pursuant to this section or § <a href='/vacode/20-103/'>20-103</a>, the court shall order a party to such case or proceeding to provide a copy of such custody or visitation order to the school at which the child is enrolled within three business days of such party's receipt of such custody or visitation order.</p><p>If a custody determination affects the school enrollment of the child subject to such custody order and prohibits a party from picking the child up from school, the court shall order a party to provide a copy of such custody order to the school at which the child will be enrolled within three business days of such party's receipt of such order. Such order directing a party to provide a copy of such custody or visitation order shall further require such party, upon any subsequent change in the child's school enrollment, to provide a copy of such custody or visitation order to the new school at which the child is subsequently enrolled within three business days of such enrollment.</p><p>If the court determines that a party is unable to deliver the custody or visitation order to the school, such party shall provide the court with the name of the principal and address of the school, and the court shall cause the order to be mailed by first class mail to such school principal.</p><p>Nothing in this section shall be construed to require any school staff to interpret or enforce the terms of such custody or visitation order.</p><p>1994, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+CHAP0769'>769</a>; 1996, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?961+ful+CHAP0767'>767</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?961+ful+CHAP0879'>879</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?961+ful+CHAP0884'>884</a>; 1999, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+CHAP0574'>574</a>; 2003, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+CHAP0520'>520</a>; 2006, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+CHAP0665'>665</a>; 2009, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0713'>713</a>; 2015, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?151+ful+CHAP0653'>653</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?151+ful+CHAP0654'>654</a>; 2017, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+CHAP0046'>46</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+CHAP0095'>95</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+CHAP0509'>509</a>; 2018, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?181+ful+CHAP0857'>857</a>; 2021, Sp. Sess. I, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?212+ful+CHAP0253'>253</a>.</p>
20|DOMESTIC RELATIONS|||||6.1|CUSTODY AND VISITATION ARRANGEMENTS FOR MINOR CHILDREN|||||§ 20-124.2:1|In camera interviews of child; record.|<p>In any proceeding in a court of record to determine custody or visitation, when the court conducts an in camera interview of a minor child whose custody or visitation is at issue without the presence of the parties or their counsel, a record of the interview shall be prepared, unless the parties otherwise agree. The record of the interview shall be made a part of the record in the case unless a decision is made by the court that doing so would endanger the safety of the child. The cost of creating the record shall be taxed as costs to the parties to the proceeding.</p><p>2003, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+CHAP1024'>1024</a>.</p>
20|DOMESTIC RELATIONS|||||6.1|CUSTODY AND VISITATION ARRANGEMENTS FOR MINOR CHILDREN|||||§ 20-124.3|Best interests of the child; visitation.|<p>In determining best interests of a child for purposes of determining custody or visitation arrangements, including any pendente lite orders pursuant to § <a href='/vacode/20-103/'>20-103</a>, the court shall consider the following:</p><p>1. The age and physical and mental condition of the child, giving due consideration to the child's changing developmental needs;</p><p>2. The age and physical and mental condition of each parent;</p><p>3. The relationship existing between each parent and each child, giving due consideration to the positive involvement with the child's life, the ability to accurately assess and meet the emotional, intellectual, and physical needs of the child;</p><p>4. The needs of the child, giving due consideration to other important relationships of the child, including but not limited to siblings, peers, and extended family members;</p><p>5. The role that each parent has played and will play in the future, in the upbringing and care of the child;</p><p>6. The propensity of each parent to actively support the child's contact and relationship with the other parent, including whether a parent has unreasonably denied the other parent access to or visitation with the child;</p><p>7. The relative willingness and demonstrated ability of each parent to maintain a close and continuing relationship with the child, and the ability of each parent to cooperate in and resolve disputes regarding matters affecting the child;</p><p>8. The reasonable preference of the child, if the court deems the child to be of reasonable intelligence, understanding, age, and experience to express such a preference;</p><p>9. Any history of (i) family abuse as that term is defined in § <a href='/vacode/16.1-228/'>16.1-228</a>; (ii) sexual abuse; (iii) child abuse; or (iv) an act of violence, force, or threat as defined in § <a href='/vacode/19.2-152.7:1/'>19.2-152.7:1</a> that occurred no earlier than 10 years prior to the date a petition is filed. If the court finds such a history or act, the court may disregard the factors in subdivision 6; and</p><p>10. Such other factors as the court deems necessary and proper to the determination.</p><p>The judge shall communicate to the parties the basis of the decision either orally or in writing. Except in cases of consent orders for custody and visitation, this communication shall set forth the judge's findings regarding the relevant factors set forth in this section. At the request of either party, the court may order that the exchange of a child shall take place at an appropriate meeting place.</p><p>1994, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+CHAP0769'>769</a>; 1999, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+CHAP0634'>634</a>; 2000, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?001+ful+CHAP0466'>466</a>; 2004, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+CHAP0221'>221</a>; 2009, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+CHAP0684'>684</a>; 2012, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+CHAP0358'>358</a>; 2019, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+CHAP0378'>378</a>; 2020, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP1074'>1074</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP1075'>1075</a>.</p>
20|DOMESTIC RELATIONS|||||6.1|CUSTODY AND VISITATION ARRANGEMENTS FOR MINOR CHILDREN|||||§ 20-124.3:1|Repealed.|<p>Repealed by Acts 2008, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+CHAP0809'>809</a>, cl. 1.</p>
20|DOMESTIC RELATIONS|||||6.1|CUSTODY AND VISITATION ARRANGEMENTS FOR MINOR CHILDREN|||||§ 20-124.4|Mediation.|<p>A. In any appropriate case the court shall refer the parents or persons with a legitimate interest to a dispute resolution orientation session to be conducted by a mediator certified pursuant to guidelines promulgated by the Judicial Council at no cost and in accordance with the procedures set out in Chapter 20.2 (§ <a href='http://law.lis.virginia.gov/vacode/8.01-576.4/'>8.01-576.4</a> et seq.) of Title 8.01. In assessing the appropriateness of a referral, the court shall ascertain upon motion of a party whether there is a history of family abuse. If an agreement is not reached on any issue through further mediation as agreed to by the parties, prior to the return date set by the court pursuant to § <a href='http://law.lis.virginia.gov/vacode/8.01-576.5/'>8.01-576.5</a>, the court shall proceed with a hearing on any unresolved issue, unless a continuance has been granted by the court.</p><p>B. The fee of the mediator shall be $100 per appointment mediated and shall be paid by the Commonwealth from the funds appropriated for payment of appointments made pursuant to subsection B of § <a href='http://law.lis.virginia.gov/vacode/16.1-267/'>16.1-267</a>. Any referral that includes both (i) custody or visitation and (ii) child or spousal support shall be considered two separate appointments.</p><p>1994, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+CHAP0769'>769</a>; 2000, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?001+ful+CHAP0768'>768</a>; 2016, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?161+ful+CHAP0507'>507</a>.</p>
20|DOMESTIC RELATIONS|||||6.1|CUSTODY AND VISITATION ARRANGEMENTS FOR MINOR CHILDREN|||||§ 20-124.5|Notification of relocation.|<p>In any proceeding involving custody or visitation, the court shall include as a condition of any custody or visitation order a requirement that thirty days' advance written notice be given to the court and the other party by any party intending to relocate and of any intended change of address, unless the court, for good cause shown, orders otherwise. The court may require that the notice be in such form and contain such information as it deems proper and necessary under the circumstances of the case.</p><p>1994, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+CHAP0769'>769</a>.</p>
20|DOMESTIC RELATIONS|||||6.1|CUSTODY AND VISITATION ARRANGEMENTS FOR MINOR CHILDREN|||||§ 20-124.6|Access to minor's records.|<p>A. Notwithstanding any other provision of law, neither parent, regardless of whether such parent has custody, shall be denied access to the academic or health records or records of a child day center or family day home of that parent's minor child unless otherwise ordered by the court for good cause shown or pursuant to subsection B.</p><p>B. In the case of health records, access may also be denied if the minor's treating physician, clinical psychologist, clinical social worker, or licensed professional counselor has made a part of the minor's record a written statement that, in the exercise of his professional judgment, the furnishing to or review by the requesting parent of such health records would be reasonably likely to cause substantial harm to the minor or another person. If a health care entity denies a parental request for access to, or copies of, a minor's health record, the health care entity denying the request shall comply with the provisions of subsection F of § <a href='/vacode/32.1-127.1:03/'>32.1-127.1:03</a>. The minor or his parent, either or both, shall have the right to have the denial reviewed as specified in subsection F of § <a href='/vacode/32.1-127.1:03/'>32.1-127.1:03</a> to determine whether to make the minor's health record available to the requesting parent.</p><p>C. For the purposes of this section, the terms "health record" or the plural thereof and "health care entity" mean the same as those terms are defined in subsection B of § <a href='/vacode/32.1-127.1:03/'>32.1-127.1:03</a>. The terms "child day center" and "family day home" mean the same as those terms are defined in § <a href='/vacode/63.2-100/'>63.2-100</a>.</p><p>1994, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+CHAP0769'>769</a>; 2000, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?001+ful+CHAP0485'>485</a>; 2005, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+CHAP0181'>181</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+CHAP0227'>227</a>; 2020, cc. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP0178'>178</a>, <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+CHAP0945'>945</a>; 2022, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?221+ful+CHAP0509'>509</a>.</p>
20|DOMESTIC RELATIONS|||||6.2|VIRGINIA MILITARY PARENTS EQUAL PROTECTION ACT|||||§ 20-124.7|Definitions.|<p>For purposes of this chapter:</p><p>"Deploying parent or guardian" means a parent of a child under the age of 18 whose parental rights have not been terminated by a court of competent jurisdiction or a guardian of a child under the age of 18 who is deployed or who has received written orders to deploy with the United States Army, Navy, Air Force, Marine Corps, Coast Guard, National Guard, or any other reserve component thereof.</p><p>"Deployment" means compliance with military orders received by a member of the United States Army, Navy, Air Force, Marine Corps, Coast Guard, National Guard, or any other reserve component thereof to report for combat operations or other active service for which the deploying parent or guardian is required to report unaccompanied by any family member.</p><p>2008, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+CHAP0750'>750</a>.</p>
20|DOMESTIC RELATIONS|||||6.2|VIRGINIA MILITARY PARENTS EQUAL PROTECTION ACT|||||§ 20-124.8|Deployment; temporary order.|<p>A. Any court order limiting previously ordered custodial or visitation rights of a deploying parent or guardian due to the parent's or guardian's deployment shall specify the deployment as the basis for the order and shall be entered by the court as a temporary order. Any such order shall further require the nondeploying parent or guardian to provide the court with 30 days advance written notice of any change of address and any change of telephone number.</p><p>B. The court, on motion of the deploying parent or guardian to delegate visitation to a family member, including a stepparent, with whom the child has a close and substantial relationship and upon finding that such delegation is in the best interests of the child, may enter an order delegating visitation that:</p><p>1. Delegates all or a portion of the deploying parent's or guardian's visitation rights to such family member, if the deploying parent or guardian had visitation rights with the child prior to the deployment; or</p><p>2. Provides visitation rights to such family member, if the deploying parent or guardian had physical custody of the child prior to the deployment and the nondeploying parent or guardian, or a family member of the nondeploying parent or guardian, is awarded physical custody during the deployment.</p><p>An order delegating or providing visitation rights to a family member pursuant to this subsection does not create a separate right to visitation in the family member to whom visitation rights are delegated or provided. The deploying parent or guardian may at any time, and the nondeploying parent or guardian may upon a showing of a material change in circumstances, file a motion to rescind the order delegating or providing visitation rights to a family member and such order shall terminate by operation of law upon the return of the deploying parent or guardian from deployment. Written notice of the return of the deployed parent or guardian and the termination of the delegated visitation shall be provided by the previously deployed parent or guardian to any family member whose visitation is thereby terminated.</p><p>C. The court, on motion of the deploying parent or guardian returning from deployment seeking to amend or review the custody or visitation order entered based upon the deployment, shall set a hearing on the matter that shall take precedence on the court's docket, and shall be set within 30 days of the filing of the motion. For purposes of this hearing, the nondeploying parent or guardian shall bear the burden of showing that reentry of the custody or visitation order in effect before the deployment is no longer in the child's best interests.</p><p>D. This section shall not otherwise preclude a parent or guardian from petitioning for a modification of a custody or visitation order based upon a change in circumstances.</p><p>2008, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+CHAP0750'>750</a>; 2011, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+CHAP0351'>351</a>.</p>
20|DOMESTIC RELATIONS|||||6.2|VIRGINIA MILITARY PARENTS EQUAL PROTECTION ACT|||||§ 20-124.9|When no order is in place; expedited hearing; conduct of hearing.|<p>A. If no court order exists as to the custody, visitation, or support of a child of a deploying parent or guardian, any petition filed to establish custody, visitation, or support for a child of a deploying parent or guardian shall be so identified at the time of filing by the deploying parent or guardian to ensure that the deploying parent or guardian has access to the child, and that reasonable support and other orders are in place for the protection of the parent-child or guardian-child relationship, consistent with the other provisions of this chapter. Such petition shall be expedited on the court's docket in accordance with § <a href='http://law.lis.virginia.gov/vacode/20-108/'>20-108</a>.</p><p>B. In any proceeding under this chapter where a deploying parent or guardian is reasonably unable to appear as a result of his deployment, the court, upon motion of the deploying parent or guardian and for good cause shown, may conduct any hearing using a telephonic communication system or an electronic audio and video communication system to provide for the appearance of any parties and witnesses.</p><p>2008, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+CHAP0750'>750</a>; 2011, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+CHAP0351'>351</a>.</p>
20|DOMESTIC RELATIONS|||||6.2|VIRGINIA MILITARY PARENTS EQUAL PROTECTION ACT|||||§ 20-124.10|Contents of temporary custody or visitation order.|<p>Any order entered pursuant to § <a href='http://law.lis.virginia.gov/vacode/20-124.8/'>20-124.8</a> shall provide that (i) the nondeploying parent or guardian shall reasonably accommodate the leave schedule of the deploying parent or guardian, (ii) the nondeploying parent shall facilitate opportunities for telephonic and electronic mail contact between the deploying parent or guardian and the child during the deployment period, and (iii) the deploying parent or guardian shall provide timely information regarding his leave schedule to the nondeploying parent or guardian.</p><p>2008, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+CHAP0750'>750</a>.</p>
20|DOMESTIC RELATIONS|||||7|UNIFORM CHILD CUSTODY JURISDICTION ACT [Repealed]|||||§§ 20-125 through 20-146|Repealed.|<p>Repealed by Acts 2001, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+CHAP0305'>305</a>.</p>
20|DOMESTIC RELATIONS|||||7.1|UNIFORM CHILD CUSTODY JURISDICTION AND ENFORCEMENT ACT|1|General Provisions|||§ 20-146.1|Definitions.|<p>In this act:</p><p>"Child" means an individual who has not attained eighteen years of age.</p><p>"Child custody determination" means a judgment, decree, or other order of a court providing for the legal custody, physical custody, or visitation with respect to a child. The term includes a permanent, temporary, initial, or modification order. The term does not include an order relating to child support or other monetary obligation of an individual.</p><p>"Child custody proceeding" means a proceeding in which legal custody, physical custody, or visitation with respect to a child is an issue. The term includes a proceeding for divorce, separation, neglect, abuse, dependency, guardianship, paternity, termination of parental rights, and protection from domestic violence, in which the issue may appear. The term does not include a proceeding involving juvenile delinquency, contractual emancipation, or enforcement under Article 3 (§ <a href='http://law.lis.virginia.gov/vacode/20-146.22/'>20-146.22</a> et seq.) of this chapter.</p><p>"Commencement" means the filing of the first pleading in a proceeding.</p><p>"Court" means a court of competent jurisdiction as determined by otherwise applicable Virginia law to establish, enforce, or modify a child custody determination or an entity authorized under the law of another state to establish, enforce or modify a child custody determination.</p><p>"Home state" means the state in which a child lived with a parent or a person acting as a parent for at least six consecutive months immediately before the commencement of a child custody proceeding. In the case of a child less than six months of age, the term means the state in which the child lived from birth with any of the persons mentioned. A period of temporary absence of any of the mentioned persons is part of the period.</p><p>"Initial determination" means the first child custody determination concerning a particular child.</p><p>"Issuing court" means the court that makes a child custody determination for which enforcement is sought under this act.</p><p>"Issuing state" means the state in which a child custody determination is made.</p><p>"Modification" means a child custody determination that changes, replaces, supersedes, or is otherwise made after a previous determination concerning the same child, whether or not it is made by the court that made the previous determination.</p><p>"Person" means an individual, corporation, business trust, estate, trust, partnership, limited liability company, association, joint venture, government, governmental subdivision, agency, or instrumentality, public corporation, or any other legal or commercial entity.</p><p>"Person acting as a parent" means a person, other than a parent, who has (i) physical custody of the child or has had physical custody for a period of six consecutive months, including any temporary absence, within one year immediately before the commencement of a child custody proceeding and (ii) been awarded legal custody by a court or claims a right to legal custody under the laws of this Commonwealth.</p><p>"Physical custody" means the physical care and supervision of a child.</p><p>"State" means a state of the United States, the District of Columbia, Puerto Rico, the United States Virgin Islands, or any territory or insular possession subject to the jurisdiction of the United States.</p><p>"Tribe" means an Indian tribe or band, or Alaskan Native village, which is recognized by federal law or formally acknowledged by a state.</p><p>1979, c. 229, § 20-125; 2001, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+CHAP0305'>305</a>.</p>
20|DOMESTIC RELATIONS|||||7.1|UNIFORM CHILD CUSTODY JURISDICTION AND ENFORCEMENT ACT|1|General Provisions|||§ 20-146.2|Proceedings governed by other law.|<p>This act does not govern an adoption proceeding or a proceeding pertaining to the authorization of emergency medical care for a child.</p><p>2001, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+CHAP0305'>305</a>.</p>
20|DOMESTIC RELATIONS|||||7.1|UNIFORM CHILD CUSTODY JURISDICTION AND ENFORCEMENT ACT|1|General Provisions|||§ 20-146.3|Application to Indian tribes.|<p>A. A child custody proceeding that pertains to an Indian child as defined in the Indian Child Welfare Act, 25 U.S.C. § 1901 et seq., is not subject to this act to the extent that it is governed by the Indian Child Welfare Act.</p><p>B. A court of this Commonwealth shall treat a tribe as if it were a state of the United States for the purpose of applying this article and Article 2 (§ <a href='http://law.lis.virginia.gov/vacode/20-146.12/'>20-146.12</a> et seq.) of this chapter.</p><p>C. A child custody determination made by a tribe under factual circumstances in substantial conformity with the jurisdictional standards of this act must be recognized and enforced under Article 3 (§ <a href='http://law.lis.virginia.gov/vacode/20-146.22/'>20-146.22</a> et seq.) of this chapter.</p><p>2001, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+CHAP0305'>305</a>.</p>
20|DOMESTIC RELATIONS|||||7.1|UNIFORM CHILD CUSTODY JURISDICTION AND ENFORCEMENT ACT|1|General Provisions|||§ 20-146.4|International application.|<p>A. A court of this Commonwealth shall treat a foreign country as if it were a state of the United States for purposes of applying this article and Article 2 (§ <a href='http://law.lis.virginia.gov/vacode/20-146.12/'>20-146.12</a> et seq.) of this chapter.</p><p>B. Except as otherwise provided in subsection C, a child custody determination made in a foreign country under factual circumstances in substantial conformity with the jurisdictional standards of this act must be recognized and enforced under Article 3 (§ <a href='http://law.lis.virginia.gov/vacode/20-146.22/'>20-146.22</a> et seq.) of this chapter.</p><p>C. A court of this Commonwealth need not apply this act if the child custody law of a foreign country violates fundamental principles of human rights.</p><p>1979, c. 229, § 20-146; 2001, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+CHAP0305'>305</a>.</p>
20|DOMESTIC RELATIONS|||||7.1|UNIFORM CHILD CUSTODY JURISDICTION AND ENFORCEMENT ACT|1|General Provisions|||§ 20-146.5|Effect of child custody determination.|<p>A child custody determination made by a court of this Commonwealth that had jurisdiction under this act binds all persons who have been served in accordance with the laws of this Commonwealth or notified in accordance with § <a href='http://law.lis.virginia.gov/vacode/20-146.7/'>20-146.7</a> or who have submitted to the jurisdiction of the court, and who have been given an opportunity to be heard. As to those persons, the determination is conclusive as to all decided issues of law and fact except to the extent the determination is modified by a court properly having jurisdiction.</p><p>1979, c. 229, § 20-135; 2001, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+CHAP0305'>305</a>.</p>
20|DOMESTIC RELATIONS|||||7.1|UNIFORM CHILD CUSTODY JURISDICTION AND ENFORCEMENT ACT|1|General Provisions|||§ 20-146.6|Priority.|<p>If a question of existence or exercise of jurisdiction under this act is raised in a child custody proceeding, the question, upon request of a party, must be given priority on the calendar and handled expeditiously.</p><p>2001, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+CHAP0305'>305</a>.</p>
20|DOMESTIC RELATIONS|||||7.1|UNIFORM CHILD CUSTODY JURISDICTION AND ENFORCEMENT ACT|1|General Provisions|||§ 20-146.7|Notice to persons outside state.|<p>A. Notice required for the exercise of jurisdiction when a person is outside this Commonwealth may be given in a manner prescribed by the law of this Commonwealth for service of process or by the law of the state in which the service is attempted or made. Notice may also be by certified or registered mail, return receipt requested, addressed to the last known address of the person to be served. Notice must be given in a manner reasonably calculated to give actual notice and an opportunity to be heard but may be by publication pursuant to §§ <a href='http://law.lis.virginia.gov/vacode/8.01-316/'>8.01-316</a> and <a href='http://law.lis.virginia.gov/vacode/8.01-317/'>8.01-317</a> if other means are not effective.</p><p>B. Proof of service may be made in the manner prescribed by the law of this Commonwealth or by the law of the state in which the service is made.</p><p>C. Notice is not required for the exercise of jurisdiction with respect to a person who submits to the jurisdiction of the court.</p><p>1979, c. 229; 1982, c. 483, § 20-128; 2001, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+CHAP0305'>305</a>.</p>
20|DOMESTIC RELATIONS|||||7.1|UNIFORM CHILD CUSTODY JURISDICTION AND ENFORCEMENT ACT|1|General Provisions|||§ 20-146.8|Appearance and limited immunity.|<p>A. A party to a child custody proceeding, including a modification proceeding, or a petitioner or respondent in a proceeding to enforce or register a child custody determination is not subject to personal jurisdiction in this Commonwealth for another proceeding or purpose solely by reason of having participated, or having been physically present for the purpose of participating, in the proceeding.</p><p>B. A person who is subject to personal jurisdiction in this Commonwealth on a basis other than physical presence is not immune from service of process in this Commonwealth. A party present in this Commonwealth who is subject to the jurisdiction of another state is not immune from service of process allowable under the laws of that state.</p><p>C. The immunity granted by subsection A does not extend to civil litigation based on acts unrelated to the participation in a proceeding under this act committed by an individual while present in this Commonwealth.</p><p>2001, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+CHAP0305'>305</a>.</p>
20|DOMESTIC RELATIONS|||||7.1|UNIFORM CHILD CUSTODY JURISDICTION AND ENFORCEMENT ACT|1|General Provisions|||§ 20-146.9|Communication between courts.|<p>A. Before finding and exercising jurisdiction, a court of this Commonwealth shall communicate with the court appearing to have jurisdiction in any other state concerning a proceeding arising under this act.</p><p>B. The court may allow the parties to participate in the communication. If the parties are not able to participate in the communication, they must be given the opportunity to present facts and legal arguments before a decision on jurisdiction is made.</p><p>C. Communication between courts on schedules, calendars, court records, and similar matters may occur without informing the parties. A record need not be made of the communication.</p><p>D. Except as otherwise provided in subsection C, a record must be made of a communication under this section. The parties must be informed promptly of the communication and granted access to the record.</p><p>E. For the purposes of this section, "record" means information that is inscribed on a tangible medium or that is stored in an electronic or other medium and is retrievable in perceivable form.</p><p>2001, c. <a href='http://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+CHAP0305'>305</a>.</p>
