21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||1|SOIL CONSERVATION DISTRICTS LAW [Repealed]|||||§§ 21-1 through 21-112.21|Repealed.|<p>Repealed by Acts 1988, c. 891.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-410|Procedure for issuance of additional bonds.|<p>The proceedings for the issue of such additional bonds shall be substantially as follows: The board of viewers of each drainage project in the county in which the petition was originally filed shall issue a notice to all the owners of land within the drainage project, setting forth all the facts which require the expenditure of more money and the issue of additional bonds to complete the drainage system, which shall be accompanied by the recommendation of the drainage engineer, selected by the board of viewers directing each to appear before them on a certain day, mentioning the day, at least ten days' notice being given, and show cause, if any they have, why the additional bonds should not be authorized and issued, which notice shall be served personally on each such landowner by leaving a copy at their residence or place of business, and, if the same cannot be personally served, then it shall be served by publication as hereinbefore stated, or in the manner authorized by law. Any landowner may file an answer denying any material allegation in the notice or setting forth any valid objection to the same before the return day thereof. Upon the day when the notice is returnable, or on such day, as to which the same may have been continued, the board of viewers shall proceed to hear the answers. If they find that the answers are not material, and that the issue of additional bonds is advisable or necessary, it shall make an appropriate order authorizing and directing the issue of such additional bonds, fixing the amount of the issue, the date of the same, the time when the interest and principal shall be payable, and all other matters necessary and appropriate in the premises. Any landowner may appeal from the order of the board of viewers, as provided by Chapter 26 (§ <a href='http://law.lis.virginia.gov/vacode/8.01-669/'>8.01-669</a> et seq.) of Title 8.01, and on such appeal only the issue raised in the answer shall be considered. After the board of viewers shall have ordered the additional issue of bonds the further procedure as to the assessment rolls, the levy and collecting of drainage taxes, the disbursement of the revenue therefrom for the payment the bonds and interest thereon, and all future procedure shall be the same as required by the preceding sections of this chapter, and amendments thereto, for the establishment of drainage projects.</p><p>Code 1919, § 1777; 1926, p. 626; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-411|Amount, interest and maturity of additional bonds.|<p>The additional bonds issued shall not exceed twenty-five per centum of the total amount originally issued, and shall bear not more than six per centum interest per annum, and may be made payable in ten annual installments, or lesser number of annual installments as nearly equal as may be, as recommended by the board of viewers having jurisdiction over the same.</p><p>Code 1919, § 1777; 1926, p. 627; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-412|When refunding bonds may be issued.|<p>When any drainage project operating under the provisions of this chapter shall have bonds outstanding, either due or to become due, and when it shall seem to the board of viewers having jurisdiction over such drainage project that it is to the best interest of such drainage project to refund such outstanding bonds in whole or in part, such board of viewers is hereby authorized to refund all or part of such outstanding bonds by the issuance of the negotiable refunding bonds of such project.</p><p>1934, p. 4; Michie Code 1942, § 1777a; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-413|Maturity, interest and registration of refunding bonds.|<p>The refunding bonds so authorized shall mature at one time or in installments, not more than forty years from their date, shall bear interest at not to exceed six percent per annum, may be made callable on any interest payment date and may be made registerable as to principal, all as provided in the resolution of the board of viewers authorizing the issuance thereof.</p><p>1934, p. 4; Michie Code 1942, § 1777a; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-414|Sale or exchange of refunding bonds.|<p>The board of viewers may provide for the exchange of the refunding bonds for a like or greater par amount of the bonds to be refunded, or may provide for the sale of such refunding bonds and the application of the proceeds of the sale thereof to the retirement of the bonds to be refunded.</p><p>1934, p. 4; Michie Code 1942, § 1777a; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-415|How refunding bonds sold.|<p>If to be sold, such refunding bonds may be sold at public or private sale, as in the judgment of the board of viewers may seem best, provided that such refunding bonds may be sold below par only if a like par amount of the bonds to be refunded may be retired at a price correspondingly below par, it being the intent hereof that in no event shall there be issued an amount of refunding bonds larger than the par amount of bonds refunded thereby.</p><p>1934, p. 4; Michie Code 1942, § 1777a; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-416|Collection of assessments on retired bonds.|<p>All uncollected assessments levied for payment of principal of and interest on bonds of such project refunded and retired by the issuance of refunding bonds hereunder may be continued in force, and the proceeds of the collection thereof pledged and applied to the payment of principal of and interest on the refunding bonds issued in lieu of such original bonds, and if the outstanding bonds are retired at less than their par value in such manner as to reduce the bonded indebtedness of the project the assessments theretofore levied for the payment of such indebtedness may in the discretion of the board of viewers be proportionately reduced.</p><p>1934, p. 4; Michie Code 1942, § 1777a; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-417|Additional assessments to pay principal and interest on refunding bonds.|<p>If the proceeds of the assessments levied for the payment of the original bonds shall at any time prove insufficient to pay principal of and interest on such refunding bonds, or if it shall at any time appear to the board of viewers that there is likelihood of the insufficiency of such assessments, the board shall provide for the levy and collection of additional assessments sufficient for such purpose and the holder or holders of refunding bonds issued hereunder shall have a right of action to compel such levy in the manner provided in this chapter.</p><p>1934, p. 4; Michie Code 1942, § 1777a; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-418|Cancellation of assessments for retired bonds.|<p>If the board of viewers deems it advisable it may, prior to the issuance of refunding bonds, order the cancellation of the assessments levied for the payment of the bonds refunded, except in so far as such assessments were levied for the payment of bonds not actually retired by the issuance of refunding bonds, and may direct the preparation of new assessment rolls and the levy and collection of new assessments sufficient for the payment of principal of and interest on such refunding bonds.</p><p>1934, p. 4; Michie Code 1942, § 1777a; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-419|Preparation of assessment rolls when additional assessments made.|<p>In the event new or additional assessments are levied pursuant to the provisions of the two preceding sections, such rolls shall be prepared and such assessments shall be levied in all respects as provided by the provisions of this chapter for the preparation of the original rolls and levy of the original assessments.</p><p>1934, p. 5; Michie Code 1942, § 1777a.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-420|How additional assessments made.|<p>If additional or new assessments are so levied, such assessments shall be made on the same basis as the original assessments, and shall be levied only after all persons interested shall have been given full hearing by the board of viewers on the question of benefits and any other question on which they shall desire to be heard. Notice of such hearing shall be given by publication once a week for two consecutive weeks in a newspaper of general circulation published in a county in which such project is located in whole or in part, and the determination of the board of viewers shall be final.</p><p>1934, p. 5; Michie Code 1942, § 1777a; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-421|Law applicable to original bonds applies to refunding bonds.|<p>Except as herein otherwise provided, refunding bonds issued hereunder shall be authorized and issued in the manner provided in this chapter for the authorization and issuance of other bonds of such drainage project, and except as above provided no notice or hearing of any kind shall be necessary to the authorization, sale or issuance of such refunding bonds or to the readjustment of assessments or levy additional or new assessments as herein provided, and it shall not be necessary that any orders or resolutions of the board of viewers incident thereto have court approval.</p><p>1934, p. 5; Michie Code 1942, § 1777a; 1954, c. 642.</p>
21|DRAINAGE, SOIL CONSERVATION, SANITATION AND PUBLIC FACILITIES DISTRICTS|||||6|DRAINAGE PROJECTS|||||§ 21-422|Contracts with United States as to refunding.|<p>Any drainage project desiring to refund all or part of its outstanding bonds pursuant to the provisions of this section is authorized to enter into contracts and agreements with the United States government or with any subdivision or agency thereof for the purpose of securing the aid of the United States or such subdivision or agency of the United States, and to do all things and make all agreements reasonably required by the United States or by such subdivision or agency of the United States in order to accomplish such refunding.</p><p>1934, p. 5; Michie Code 1942, § 1777a; 1954, c. 642.</p>
